xpos,ypos,pred,target,type,match_idx
0.10293,0.68148,0,0,1,75
0.15080,0.62922,0,1,1,76
0.67150,0.52273,6,6,1,77
0.20876,0.79266,3,3,1,78
0.19721,0.74848,1,0,1,79
0.31848,0.26600,6,2,1,80
0.11514,0.77430,1,2,1,81
0.13233,0.68555,3,0,1,82
0.34129,0.07759,6,6,1,83
0.45927,0.37254,4,1,1,84
0.06878,0.68657,1,0,1,85
0.45596,0.33378,4,6,1,86
0.24260,0.10425,6,2,1,87
0.43534,0.28593,6,6,1,88
0.21454,0.56332,3,6,1,89
0.37099,0.11247,6,0,1,90
0.65964,0.03319,4,5,1,91
0.29651,0.18320,6,2,1,92
0.53287,0.38949,4,6,1,93
0.17803,0.59730,2,1,1,94
0.39647,0.73253,0,2,1,95
0.31512,0.81759,5,5,1,96
0.00212,0.56567,0,6,1,97
0.20311,0.72684,3,1,1,98
0.06637,0.39760,6,2,1,99
0.23300,0.65706,1,2,1,100
0.37741,0.38665,6,0,1,101
0.23384,0.39839,6,1,1,102
0.61087,0.14988,4,4,1,103
0.33498,0.39712,6,6,1,104
0.91348,0.54907,4,4,1,105
0.58754,0.79781,3,4,1,106
0.51289,0.44982,4,4,1,107
0.57094,0.76475,0,4,1,108
0.86074,0.42213,4,4,1,109
0.34168,0.20669,6,4,1,110
0.51960,0.72961,0,4,1,111
0.73594,0.46126,4,4,1,112
0.74793,0.49472,4,4,1,113
0.58585,0.84479,3,4,1,114
0.63769,0.46058,6,4,1,115
0.60825,0.79731,0,4,1,116
0.62460,0.75896,4,4,1,117
0.49864,0.39922,5,1,1,118
0.35960,0.50699,2,4,1,119
0.35633,0.23467,6,4,1,120
0.70010,0.96310,6,4,1,121
0.67692,0.76206,3,4,1,122
0.43517,0.53131,2,6,1,123
0.51568,0.23143,6,4,1,124
0.88968,0.42374,4,4,1,125
0.60116,0.22926,4,4,1,126
0.69526,0.51166,4,4,1,127
0.69605,0.46917,4,4,1,128
0.24624,0.59634,3,4,1,129
0.52805,0.81572,0,4,1,130
0.54248,0.15419,6,4,1,131
0.07744,0.46801,3,2,1,132
0.94943,0.34969,6,4,1,133
0.48926,0.25592,4,4,1,134
0.66778,0.60097,4,4,1,135
0.54189,0.72997,4,4,1,136
0.75321,0.62949,4,4,1,137
0.64306,0.19917,4,4,1,138
0.55265,0.15441,4,4,1,139
0.31381,0.58070,0,0,1,140
0.21113,0.84630,3,4,1,141
0.87592,0.32281,4,4,1,142
0.89041,0.66543,4,4,1,143
0.18576,0.72451,3,1,1,144
0.76064,0.83712,4,4,1,145
0.19587,0.53434,6,4,1,146
0.28980,0.55934,0,1,1,147
0.63502,0.72199,2,4,1,148
0.36644,0.44898,6,4,1,149
0.50975,0.45447,4,4,1,150
0.73407,0.29880,6,4,1,151
0.64457,0.28050,4,4,1,152
0.63760,0.22503,4,4,1,153
0.43049,0.78926,4,4,1,154
0.56422,0.83368,0,4,1,155
0.53420,0.45232,4,4,1,156
0.70296,0.35786,6,4,1,157
0.74824,0.76583,4,4,1,158
0.72666,0.48922,4,4,1,159
0.42947,0.89914,0,4,1,160
0.97174,0.34623,6,4,1,161
0.72277,0.41205,6,4,1,162
0.36179,0.18798,6,4,1,163
0.11930,0.47929,2,2,1,164
0.68870,0.43987,4,4,1,165
0.54163,0.25834,6,4,1,166
0.71555,0.72236,4,4,1,167
0.46982,0.62917,3,4,1,168
0.86171,0.59216,4,4,1,169
0.75829,0.45554,4,4,1,170
0.42693,0.78236,1,4,1,171
0.22417,0.35073,6,2,1,172
0.18386,0.43664,0,2,1,173
0.54688,0.55774,4,4,1,174
0.55626,0.44177,5,4,1,175
0.58392,0.46858,4,4,1,176
0.22665,0.62378,3,0,1,177
0.44744,0.38424,4,4,1,178
0.57121,0.80971,0,4,1,179
0.21405,0.63936,0,1,1,180
0.05659,0.43954,6,2,1,181
0.48839,0.87378,4,4,1,182
0.89295,0.29889,4,4,1,183
0.89054,0.43109,4,4,1,184
0.78324,0.44095,4,4,1,185
0.08130,0.27578,2,0,1,186
0.42877,0.14046,5,4,1,187
0.70951,0.02347,4,4,1,188
0.37396,0.73301,0,2,1,189
0.67992,0.49979,6,4,1,190
0.49775,0.59113,5,4,1,191
0.61478,0.54044,4,4,1,192
0.94008,0.33201,4,4,1,193
0.58423,0.82930,3,4,1,194
0.41471,0.80576,1,0,1,195
0.63503,0.13136,4,4,1,196
0.92112,0.33161,6,4,1,197
0.92181,0.66644,4,4,1,198
0.32154,0.09297,6,4,1,199
0.13843,0.56242,0,2,1,200
0.32295,0.32870,2,4,1,201
0.41305,0.21077,6,4,1,202
0.32206,0.37231,6,2,1,203
0.50446,0.70612,4,4,1,204
0.47297,0.88845,0,4,1,205
0.66501,0.32317,6,4,1,206
0.67626,0.28552,4,4,1,207
0.31834,0.29547,6,4,1,208
0.64209,0.21191,4,4,1,209
0.49467,0.84130,4,4,1,210
0.18197,0.61815,1,0,1,211
0.77585,0.82948,4,4,1,212
0.22519,0.07827,6,0,1,213
0.35935,0.40394,6,2,1,214
0.08955,0.72953,2,4,1,215
0.10224,0.46412,2,6,1,216
0.69530,0.38788,6,4,1,217
0.62520,0.55458,4,4,1,218
0.72248,0.81002,4,2,1,219
0.74330,0.44647,4,4,1,220
0.36403,0.81336,0,1,1,221
0.73251,0.40564,4,4,1,222
0.63740,0.49835,4,4,1,223
0.64144,0.52510,6,4,1,224
0.55522,0.78092,4,4,1,225
0.73244,0.82983,4,4,1,226
0.13005,0.35891,2,4,1,227
0.37022,0.15149,6,4,1,228
0.70421,0.43229,6,4,1,229
0.27379,0.08336,5,5,1,230
0.89208,0.40218,4,4,1,231
0.71273,0.48018,4,4,1,232
0.73916,0.37278,4,4,1,233
0.70059,0.50620,4,4,1,234
0.71771,0.44063,4,4,1,235
0.69747,0.32312,4,4,1,236
0.56777,0.78780,4,4,1,237
0.59993,0.15922,4,4,1,238
0.95340,0.33747,4,4,1,239
0.54855,0.78065,3,4,1,240
0.67852,0.33153,6,4,1,241
0.60210,0.79642,0,4,1,242
0.73311,0.48997,4,4,1,243
0.90973,0.33799,6,4,1,244
0.61675,0.75703,4,4,1,245
0.45998,0.76104,0,4,1,246
0.21090,0.82219,3,4,1,247
0.59745,0.38847,4,6,1,248
0.18395,0.73880,1,4,1,249
0.92032,0.31997,6,4,1,250
0.55806,0.71574,4,4,1,251
0.43278,0.84467,0,4,1,252
0.54667,0.80293,0,4,1,253
0.56402,0.37498,6,4,1,254
0.19305,0.76312,1,2,1,255
0.15349,0.35380,6,2,1,256
0.63818,0.28247,4,4,1,257
0.52987,0.42778,5,4,1,258
0.26228,0.14538,6,4,1,259
0.35550,0.26481,6,4,1,260
0.44826,0.90843,0,4,1,261
0.62717,0.22533,4,4,1,262
0.46715,0.42930,4,4,1,263
0.93145,0.30912,6,4,1,264
0.17359,0.32434,2,4,1,265
0.48521,0.50272,4,4,1,266
0.67755,0.47047,4,4,1,267
0.53079,0.79181,0,4,1,268
0.64595,0.57574,4,4,1,269
0.43178,0.83281,3,4,1,270
0.51399,0.83084,4,4,1,271
0.16621,0.67690,0,0,1,272
0.67719,0.37710,6,4,1,273
0.58988,0.92292,0,4,1,274
0.92070,0.39920,4,4,1,275
0.44136,0.68947,0,4,1,276
0.52382,0.93299,0,4,1,277
0.30037,0.80407,5,5,1,278
0.29758,0.68547,1,1,1,279
0.68315,0.45776,6,4,1,280
0.11840,0.57841,0,2,1,281
0.56278,0.56957,5,4,1,282
0.76891,0.30902,4,6,1,283
0.65123,0.70044,4,2,1,284
0.48744,0.76053,0,4,1,285
0.90127,0.32642,6,4,1,286
0.83882,0.30069,4,4,1,287
0.76352,0.48324,4,4,1,288
0.45296,0.84989,3,4,1,289
0.66527,0.38832,4,2,1,290
0.64038,0.14224,4,4,1,291
0.53729,0.32441,4,4,1,292
0.61538,0.21977,4,4,1,293
0.72014,0.38245,4,4,1,294
0.93162,0.61622,4,4,1,295
0.06492,0.49585,2,2,1,296
0.41678,0.42200,5,4,1,297
0.59833,0.77724,0,4,1,298
0.77370,0.77739,4,4,1,299
0.75865,0.35547,4,4,1,300
0.33135,0.28287,6,6,1,301
0.68628,0.76034,4,4,1,302
0.33944,0.01343,6,4,1,303
0.48109,0.12838,6,2,1,304
0.49803,0.87847,4,4,1,305
0.10108,0.58500,0,2,1,306
0.30112,0.02662,6,6,1,307
0.25915,0.67503,0,1,1,308
0.64143,0.48815,4,4,1,309
0.21612,0.29629,6,2,1,310
0.57674,0.24046,4,4,1,311
0.13352,0.20475,5,6,1,312
0.65332,0.57412,4,4,1,313
0.57815,0.30620,4,4,1,314
0.51895,0.78175,0,4,1,315
0.56875,0.69106,4,2,1,316
0.73465,0.44092,4,4,1,317
0.76465,0.38423,4,4,1,318
0.60381,0.60654,4,4,1,319
0.37412,0.09488,4,4,1,320
0.20179,0.64536,3,2,1,321
0.92645,0.54936,4,4,1,322
0.60769,0.21650,4,4,1,323
0.38092,0.02052,6,4,1,324
0.50588,0.21148,6,4,1,325
0.46816,0.57596,5,4,1,326
0.29237,0.66084,1,1,1,327
0.57677,0.31762,4,4,1,328
0.37719,0.85800,0,4,1,329
0.58524,0.74155,4,4,1,330
0.41797,0.35152,1,4,1,331
0.71015,0.94767,6,4,1,332
0.64491,0.61699,4,4,1,333
0.75668,0.77062,4,4,1,334
0.50527,0.88922,0,4,1,335
0.21029,0.67664,0,2,1,336
0.65382,0.33441,4,4,1,337
0.85065,0.43207,4,4,1,338
0.92152,0.29747,6,4,1,339
0.48896,0.81225,3,4,1,340
0.30704,0.23881,6,4,1,341
0.89760,0.23169,6,4,1,342
0.57168,0.89352,0,3,1,343
0.71044,0.37140,4,4,1,344
0.18132,0.40810,0,2,1,345
0.21757,0.73498,1,1,1,346
0.44615,0.60748,5,4,1,347
0.61632,0.14686,4,4,1,348
0.65613,0.49926,6,4,1,349
0.21841,0.80885,3,4,1,350
0.46333,0.27974,6,4,1,351
0.59200,0.76579,4,4,1,352
0.34221,0.34080,2,4,1,353
0.60697,0.11636,4,4,1,354
0.73511,0.33162,4,4,1,355
0.61111,0.23680,4,4,1,356
0.87603,0.47763,4,4,1,357
0.64589,0.29198,4,4,1,358
0.44762,0.11027,6,4,1,359
0.92365,0.35028,6,4,1,360
0.53980,0.79050,4,4,1,361
0.58984,0.77910,4,4,1,362
0.42944,0.42272,4,4,1,363
0.53390,0.31192,4,4,1,364
0.88369,0.30641,4,4,1,365
0.37004,0.05193,6,4,1,366
0.75874,0.48021,4,4,1,367
0.75332,0.47004,4,4,1,368
0.57407,0.30252,4,4,1,369
0.37866,0.93051,5,5,1,370
0.53607,0.12740,4,4,1,371
0.88228,0.29641,4,4,1,372
0.13842,0.62243,3,0,1,373
0.69993,0.66911,4,4,1,374
0.41226,0.86263,0,4,1,375
0.55734,0.86400,0,4,1,376
0.44992,0.42820,4,4,1,377
0.68847,0.68372,4,2,1,378
0.96249,0.28364,6,4,1,379
0.70460,0.39825,4,4,1,380
0.27097,0.58635,0,1,1,381
0.67131,0.05459,4,4,1,382
0.30165,0.48713,1,4,1,383
0.85363,0.66944,4,4,1,384
0.49175,0.61441,5,4,1,385
0.05750,0.47142,3,2,1,386
0.79579,0.25320,4,4,1,387
0.18781,0.63581,3,1,1,388
0.64114,0.76685,4,4,1,389
0.52682,0.46756,5,4,1,390
0.42909,0.80798,1,4,1,391
0.50430,0.30519,6,6,1,392
0.44985,0.40727,2,4,1,393
0.65160,0.45526,6,4,1,394
0.27218,0.18895,6,2,1,395
0.18816,0.49470,2,4,1,396
0.74064,0.83503,4,4,1,397
0.49005,0.79694,0,4,1,398
0.52251,0.85909,4,4,1,399
0.86096,0.73406,4,5,1,400
0.50499,0.63884,5,4,1,401
0.47741,0.44349,4,4,1,402
0.45422,0.29680,4,6,1,403
0.77373,0.44987,4,4,1,404
0.33009,0.24668,6,4,1,405
0.47062,0.45155,4,4,1,406
0.17407,0.24883,2,4,1,407
0.62330,0.80532,4,4,1,408
0.48715,0.88716,4,4,1,409
0.19301,0.66534,3,1,1,410
0.26607,0.37906,6,4,1,411
0.23739,0.85252,3,4,1,412
0.44469,0.84198,3,4,1,413
0.01875,0.58430,2,6,1,414
0.87960,0.66546,4,4,1,415
0.59496,0.11628,4,4,1,416
0.29148,0.63410,1,0,1,417
0.77548,0.26500,4,4,1,418
0.36428,0.90118,0,5,1,419
0.58026,0.78174,0,4,1,420
0.20392,0.42174,0,2,1,421
0.38056,0.18044,6,4,1,422
0.70758,0.70044,4,4,1,423
0.50411,0.44063,0,4,1,424
0.58967,0.86930,0,4,1,425
0.71271,0.46835,4,4,1,426
0.21879,0.51706,2,6,1,427
0.25316,0.49412,2,0,1,428
0.71605,0.42664,6,4,1,429
0.61524,0.70308,4,4,1,430
0.71644,0.35489,4,4,1,431
0.47389,0.51376,4,4,1,432
0.65875,0.46096,6,4,1,433
0.54225,0.81623,0,4,1,434
0.47502,0.19706,6,4,1,435
0.31066,0.87997,3,4,1,436
0.52725,0.83757,0,4,1,437
0.23801,0.83033,3,2,1,438
0.67929,0.34100,4,4,1,439
0.72212,0.52417,4,4,1,440
0.48126,0.28783,4,4,1,441
0.78276,0.41511,4,4,1,442
0.30597,0.07963,6,4,1,443
0.47047,0.15121,5,4,1,444
0.73301,0.41787,4,4,1,445
0.33381,0.43965,6,2,1,446
0.73667,0.03777,6,4,1,447
0.91469,0.41830,4,2,1,448
0.60636,0.10582,6,4,1,449
0.87285,0.41664,4,4,1,450
0.58273,0.10398,4,4,1,451
0.40868,0.10122,6,2,1,452
0.18811,0.68785,1,1,1,453
0.71925,0.32631,4,4,1,454
0.51269,0.15825,6,4,1,455
0.14815,0.80814,3,1,1,456
0.59735,0.22018,4,4,1,457
0.68161,0.41315,4,4,1,458
0.27382,0.79132,3,3,1,459
0.22350,0.60994,0,0,1,460
0.04434,0.61305,2,6,1,461
0.11198,0.55704,2,2,1,462
0.60998,0.91719,4,4,1,463
0.90603,0.39979,4,4,1,464
0.75082,0.42016,4,4,1,465
0.93612,0.63684,4,4,1,466
0.89975,0.38490,4,4,1,467
0.11787,0.55998,2,2,1,468
0.39935,0.15416,6,4,1,469
0.19706,0.33851,6,2,1,470
0.58965,0.16689,4,4,1,471
0.57632,0.76897,0,4,1,472
0.69958,0.36685,6,4,1,473
0.47016,0.09179,6,4,1,474
0.52378,0.82000,4,4,1,475
0.71819,0.84869,4,2,1,476
0.41342,0.28589,6,2,1,477
0.48127,0.24255,1,4,1,478
0.68502,0.77518,4,4,1,479
0.48026,0.50339,4,4,1,480
0.31897,0.13197,6,6,1,481
0.16461,0.70348,1,1,1,482
0.70333,0.27117,4,4,1,483
0.38240,0.34503,6,4,1,484
0.29215,0.29900,6,4,1,485
0.15965,0.48191,2,4,1,486
0.35106,0.11675,6,4,1,487
0.61781,0.77521,4,4,1,488
0.52296,0.76388,0,4,1,489
0.68990,0.02436,4,4,1,490
0.60413,0.42012,4,4,1,491
0.43696,0.20328,6,4,1,492
0.34041,0.53682,3,0,1,493
0.46373,0.81242,3,4,1,494
0.30786,0.47169,6,4,1,495
0.62051,0.54990,4,4,1,496
0.62594,0.12339,4,4,1,497
0.60596,0.25927,4,4,1,498
0.20135,0.81926,3,4,1,499
0.60571,0.73506,2,4,1,500
0.16632,0.37053,2,0,1,501
0.25347,0.52667,3,1,1,502
0.49405,0.18271,4,4,1,503
0.53956,0.35084,4,4,1,504
0.34950,0.61507,0,2,1,505
0.43911,0.43004,6,4,1,506
0.26125,0.21764,6,6,1,507
0.05546,0.55309,2,6,1,508
0.01327,0.54518,2,6,1,509
0.37496,0.30230,6,6,1,510
0.25479,0.86712,3,4,1,511
0.14378,0.59726,0,1,1,512
0.43596,0.74599,3,4,1,513
0.68624,0.57230,4,4,1,514
0.51315,0.60968,5,4,1,515
0.90296,0.42690,4,4,1,516
0.79269,0.44360,4,4,1,517
0.30282,0.10404,6,4,1,518
0.94368,0.24873,6,4,1,519
0.65407,0.67203,4,4,1,520
0.22027,0.44280,0,6,1,521
0.69558,0.44892,6,4,1,522
0.68603,0.46772,4,4,1,523
0.19993,0.62356,3,0,1,524
0.21088,0.60835,1,0,1,525
0.29824,0.34995,6,2,1,526
0.94536,0.39961,4,4,1,527
0.93461,0.32847,6,4,1,528
0.42333,0.46598,5,4,1,529
0.54338,0.20246,4,4,1,530
0.66940,0.34504,6,4,1,531
0.74639,0.43268,4,4,1,532
0.51114,0.21279,6,4,1,533
0.78607,0.32145,4,4,1,534
0.61547,0.18523,4,4,1,535
0.36592,0.52903,6,4,1,536
0.02161,0.56121,6,2,1,537
0.76390,0.76331,6,4,1,538
0.58805,0.52338,6,6,1,539
0.62317,0.66139,4,4,1,540
0.74895,0.77391,4,4,1,541
0.69973,0.38367,4,4,1,542
0.35553,0.44607,2,4,1,543
0.61403,0.09004,4,4,1,544
0.68503,0.34527,6,4,1,545
0.48143,0.33486,4,4,1,546
0.63995,0.39413,6,4,1,547
0.54328,0.61602,5,4,1,548
0.13858,0.29343,2,4,1,549
0.19461,0.70529,3,1,1,550
0.29673,0.26230,6,2,1,551
0.32012,0.20416,6,2,1,552
0.22551,0.14051,6,2,1,553
0.40236,0.87523,0,4,1,554
0.47687,0.32019,6,4,1,555
0.34159,0.25593,6,4,1,556
0.52945,0.44974,4,4,1,557
0.92336,0.65113,4,4,1,558
0.94527,0.61031,4,4,1,559
0.48621,0.27244,4,4,1,560
0.49724,0.23963,4,4,1,561
0.62504,0.43200,4,4,1,562
0.34863,0.29520,6,4,1,563
0.41167,0.47326,3,4,1,564
0.69952,0.74877,4,4,1,565
0.51174,0.72631,0,4,1,566
0.30422,0.82023,5,4,1,567
0.48097,0.44050,4,4,1,568
0.93350,0.30027,4,4,1,569
0.28751,0.42817,2,4,1,570
0.53155,0.77992,0,4,1,571
0.75300,0.78113,4,4,1,572
0.57229,0.35931,4,4,1,573
0.74636,0.62493,4,4,1,574
0.71371,0.51682,4,4,1,575
0.54363,0.03153,6,4,1,576
0.66820,0.81936,4,4,1,577
0.73982,0.39081,4,4,1,578
0.57162,0.15858,4,4,1,579
0.41980,0.74357,0,4,1,580
0.22307,0.83649,3,4,1,581
0.63343,0.75435,4,4,1,582
0.43890,0.07257,5,6,1,583
0.34843,0.36803,0,2,1,584
0.46390,0.79281,3,4,1,585
0.19921,0.73781,3,1,1,586
0.33922,0.12347,6,4,1,587
0.19527,0.45982,0,2,1,588
0.67364,0.54377,4,4,1,589
0.93264,0.34440,4,4,1,590
0.40399,0.31678,4,4,1,591
0.37534,0.48428,6,4,1,592
0.60941,0.49573,6,4,1,593
0.67014,0.61719,6,4,1,594
0.60676,0.25307,4,4,1,595
0.69117,0.53963,6,4,1,596
0.48963,0.64318,5,4,1,597
0.48638,0.93259,2,4,1,598
0.46073,0.82929,3,4,1,599
0.76005,0.80244,4,4,1,600
0.73285,0.77080,4,4,1,601
0.52838,0.20499,4,4,1,602
0.61338,0.31501,4,4,1,603
0.49939,0.85409,4,4,1,604
0.39310,0.75963,0,4,1,605
0.60396,0.75923,4,4,1,606
0.75354,0.52974,5,4,1,607
0.44470,0.49247,0,4,1,608
0.57847,0.73285,4,4,1,609
0.39929,0.22729,6,4,1,610
0.39090,0.05171,6,4,1,611
0.64338,0.59147,4,4,1,612
0.48762,0.47502,4,4,1,613
0.51560,0.88600,0,4,1,614
0.54671,0.76011,3,4,1,615
0.51310,0.85784,4,4,1,616
0.46578,0.18523,6,4,1,617
0.18991,0.24178,6,4,1,618
0.63927,0.54977,4,4,1,619
0.16521,0.51799,6,2,1,620
0.73664,0.81289,2,4,1,621
0.60202,0.81420,3,4,1,622
0.62580,0.87032,4,4,1,623
0.21170,0.15344,6,2,1,624
0.87273,0.31184,4,4,1,625
0.51859,0.79768,0,4,1,626
0.92325,0.38462,4,4,1,627
0.16482,0.57297,1,2,1,628
0.91969,0.36326,4,4,1,629
0.18395,0.20976,4,6,1,630
0.47106,0.73113,0,4,1,631
0.55524,0.25425,4,4,1,632
0.74172,0.82056,2,4,1,633
0.58224,0.42379,4,4,1,634
0.77320,0.39200,4,4,1,635
0.40824,0.45329,5,4,1,636
0.08163,0.55845,2,1,1,637
0.45503,0.24868,6,0,1,638
0.54238,0.29872,4,4,1,639
0.86571,0.33054,4,4,1,640
0.55627,0.28501,6,4,1,641
0.40777,0.33940,1,4,1,642
0.89274,0.33410,6,4,1,643
0.59000,0.30067,4,4,1,644
0.79339,0.40723,4,4,1,645
0.63306,0.21037,4,4,1,646
0.79623,0.44816,4,4,1,647
0.54497,0.12302,4,4,1,648
0.37565,0.21028,6,4,1,649
0.43618,0.18319,5,4,1,650
0.25339,0.77384,3,4,1,651
0.61774,0.36464,6,4,1,652
0.47707,0.96810,4,4,1,653
0.46519,0.97328,0,4,1,654
0.50300,0.78366,0,4,1,655
0.61567,0.63125,4,4,1,656
0.65227,0.37051,4,2,1,657
0.59289,0.46240,6,4,1,658
0.59030,0.13581,6,4,1,659
0.14641,0.73481,1,4,1,660
0.10491,0.56452,0,2,1,661
0.53705,0.26871,4,4,1,662
0.92634,0.66799,4,4,1,663
0.72589,0.45559,4,4,1,664
0.46528,0.21345,4,4,1,665
0.45420,0.70354,0,4,1,666
0.42157,0.84560,3,4,1,667
0.39450,0.82185,0,4,1,668
0.77846,0.39132,4,4,1,669
0.90596,0.35318,4,4,1,670
0.45018,0.47470,0,4,1,671
0.12260,0.51409,2,4,1,672
0.64612,0.44766,6,4,1,673
0.87825,0.44368,4,4,1,674
0.47487,0.65405,3,4,1,675
0.19861,0.59281,0,1,1,676
0.34818,0.51415,3,4,1,677
0.90454,0.44991,4,4,1,678
0.37743,0.64551,2,4,1,679
0.79382,0.25873,4,4,1,680
0.59427,0.42732,4,4,1,681
0.25916,0.72858,1,4,1,682
0.88616,0.32751,4,4,1,683
0.47409,0.35011,4,4,1,684
0.25161,0.32672,6,2,1,685
0.70097,0.54792,4,4,1,686
0.60618,0.16622,4,4,1,687
0.44086,0.30910,6,4,1,688
0.60495,0.83027,6,4,1,689
0.64620,0.21918,4,4,1,690
0.49704,0.06243,6,4,1,691
0.38873,0.30624,6,4,1,692
0.64677,0.42939,4,4,1,693
0.58988,0.72576,4,4,1,694
0.50366,0.36948,4,4,1,695
0.73443,0.33860,4,4,1,696
0.92986,0.38698,4,4,1,697
0.65404,0.48199,4,4,1,698
0.44161,0.70705,0,4,1,699
