xpos,ypos,pred,target,type,match_idx
0.09894,0.52841,2,0,1,75
0.13144,0.47568,0,1,1,76
0.39230,0.12214,6,6,1,77
0.31959,0.51969,4,3,1,78
0.25572,0.52125,1,0,1,79
0.49183,0.26113,6,2,1,80
0.04370,0.57042,2,2,1,81
0.17711,0.54352,1,0,1,82
0.35769,0.75274,6,6,1,83
0.44426,0.63802,2,1,1,84
0.06175,0.51615,2,0,1,85
0.59650,0.83368,4,6,1,86
0.33225,0.67283,6,2,1,87
0.45968,0.74785,6,6,1,88
0.21874,0.41726,3,6,1,89
0.43187,0.75447,6,0,1,90
0.62762,0.74407,4,5,1,91
0.36207,0.72644,2,2,1,92
0.72745,0.84059,4,6,1,93
0.23285,0.46393,2,1,1,94
0.34245,0.42992,0,2,1,95
0.19869,0.67135,5,5,1,96
0.00894,0.50619,0,6,1,97
0.25391,0.53338,1,1,1,98
0.07435,0.28058,6,2,1,99
0.27979,0.47263,1,2,1,100
0.28436,0.16739,6,0,1,101
0.22678,0.30225,1,1,1,102
0.75956,0.51115,4,4,1,103
0.33194,0.23234,6,6,1,104
0.92579,0.31039,4,4,1,105
0.55137,0.41742,0,4,1,106
0.62784,0.56526,4,4,1,107
0.59722,0.57509,0,4,1,108
0.81791,0.20563,4,4,1,109
0.48254,0.32014,6,4,1,110
0.54358,0.58040,0,4,1,111
0.67513,0.35740,4,4,1,112
0.69314,0.35461,4,4,1,113
0.41978,0.44723,3,4,1,114
0.64271,0.40446,2,4,1,115
0.58639,0.40157,2,4,1,116
0.58425,0.43667,4,4,1,117
0.50106,0.61314,4,1,1,118
0.56552,0.48791,2,4,1,119
0.50296,0.28711,2,4,1,120
0.48235,0.15711,6,4,1,121
0.44539,0.59935,4,4,1,122
0.59156,0.99274,2,6,1,123
0.57305,0.24124,4,4,1,124
0.89118,0.20678,4,4,1,125
0.78968,0.62617,4,4,1,126
0.64275,0.32375,4,4,1,127
0.56751,0.32782,4,4,1,128
0.28055,0.44428,2,4,1,129
0.58293,0.49462,2,4,1,130
0.51480,0.88190,6,4,1,131
0.10016,0.34278,3,2,1,132
0.70935,0.15335,4,4,1,133
0.52376,0.83118,4,4,1,134
0.55738,0.29549,4,4,1,135
0.76171,0.36151,2,4,1,136
0.82741,0.72044,4,4,1,137
0.70419,0.52910,4,4,1,138
0.71402,0.69396,4,4,1,139
0.12944,0.58030,1,0,1,140
0.36161,0.53171,3,4,1,141
0.67475,0.15257,6,4,1,142
0.81213,0.11020,4,4,1,143
0.25635,0.49414,0,1,1,144
0.83788,0.16105,2,4,1,145
0.00631,0.39962,6,4,1,146
0.24769,0.35232,0,1,1,147
0.55389,0.33370,2,4,1,148
0.52435,0.39902,2,4,1,149
0.71159,0.78791,4,4,1,150
0.65225,0.09552,6,4,1,151
0.65078,0.35022,4,4,1,152
0.64219,0.50672,4,4,1,153
0.50102,0.58090,1,4,1,154
0.44349,0.56471,0,4,1,155
0.71765,0.79117,4,4,1,156
0.78913,0.32939,6,4,1,157
0.80037,0.17025,4,4,1,158
0.69276,0.37852,4,4,1,159
0.42608,0.53455,0,4,1,160
0.71280,0.20426,6,4,1,161
0.64475,0.21755,6,4,1,162
0.51880,0.28089,6,4,1,163
0.14475,0.32381,1,2,1,164
0.59052,0.33366,6,4,1,165
0.46921,0.82643,2,4,1,166
0.85859,0.81202,4,4,1,167
0.60582,0.66903,2,4,1,168
0.92319,0.24633,4,4,1,169
0.81831,0.35483,4,4,1,170
0.50453,0.57703,4,4,1,171
0.19922,0.23561,6,2,1,172
0.17777,0.34774,1,2,1,173
0.58597,0.74990,5,4,1,174
0.65074,0.51585,4,4,1,175
0.75257,0.86145,4,4,1,176
0.23565,0.43854,1,0,1,177
0.65217,0.83480,2,4,1,178
0.45206,0.37720,6,4,1,179
0.27587,0.56214,0,1,1,180
0.05321,0.31543,6,2,1,181
0.49979,0.48930,4,4,1,182
0.85490,0.15321,4,4,1,183
0.88399,0.20227,4,4,1,184
0.67238,0.30396,4,4,1,185
0.00896,0.34180,2,0,1,186
0.22247,0.76711,5,4,1,187
0.80700,0.40027,4,4,1,188
0.32147,0.57686,0,2,1,189
0.66782,0.22279,6,4,1,190
0.52287,0.69667,4,4,1,191
0.66349,0.41666,4,4,1,192
0.74986,0.19470,4,4,1,193
0.57385,0.36789,2,4,1,194
0.29005,0.65342,1,0,1,195
0.73668,0.51720,4,4,1,196
0.73776,0.15218,4,4,1,197
0.84205,0.15106,4,4,1,198
0.40524,0.73512,2,4,1,199
0.13600,0.43451,0,2,1,200
0.27328,0.76019,2,4,1,201
0.42048,0.88413,4,4,1,202
0.38509,0.31396,6,2,1,203
0.58917,0.66335,4,4,1,204
0.47355,0.50565,0,4,1,205
0.73825,0.32713,4,4,1,206
0.66484,0.50959,4,4,1,207
0.47256,0.27259,2,4,1,208
0.69731,0.51804,4,4,1,209
0.51121,0.48320,2,4,1,210
0.21906,0.46945,1,0,1,211
0.79737,0.09336,2,4,1,212
0.29799,0.71255,6,0,1,213
0.35829,0.29842,6,2,1,214
0.20132,0.14586,2,4,1,215
0.12740,0.34831,2,6,1,216
0.60053,0.34471,6,4,1,217
0.67576,0.40388,2,4,1,218
0.60848,0.17167,4,2,1,219
0.66622,0.33140,4,4,1,220
0.29827,0.42830,0,1,1,221
0.66566,0.20722,4,4,1,222
0.68571,0.39854,2,4,1,223
0.60902,0.31196,4,4,1,224
0.54410,0.44403,3,4,1,225
0.81085,0.10122,2,4,1,226
0.19955,0.28537,2,4,1,227
0.55427,0.19341,6,4,1,228
0.83169,0.24089,2,4,1,229
0.37859,0.99065,5,5,1,230
0.86629,0.26804,4,4,1,231
0.68314,0.37111,4,4,1,232
0.68285,0.24798,4,4,1,233
0.63844,0.30913,4,4,1,234
0.81552,0.29423,4,4,1,235
0.70019,0.27730,4,4,1,236
0.55970,0.43869,4,4,1,237
0.70790,0.49747,4,4,1,238
0.72294,0.13591,4,4,1,239
0.56373,0.58768,3,4,1,240
0.62453,0.25442,6,4,1,241
0.79997,0.15312,2,4,1,242
0.69777,0.36682,4,4,1,243
0.72274,0.16067,6,4,1,244
0.63265,0.41020,2,4,1,245
0.37128,0.05049,0,4,1,246
0.33634,0.51610,3,4,1,247
0.66143,0.53830,4,6,1,248
0.27215,0.52294,1,4,1,249
0.72557,0.18068,6,4,1,250
0.55780,0.50060,4,4,1,251
0.48185,0.54835,0,4,1,252
0.58668,0.41138,0,4,1,253
0.61237,0.80351,4,4,1,254
0.28916,0.51884,1,2,1,255
0.17386,0.28678,6,2,1,256
0.59016,0.27256,4,4,1,257
0.64393,0.76720,5,4,1,258
0.41811,0.17232,6,4,1,259
0.72474,0.63823,4,4,1,260
0.40773,0.55410,0,4,1,261
0.68147,0.51127,4,4,1,262
0.61562,0.83451,4,4,1,263
0.75627,0.20069,4,4,1,264
0.25288,0.31451,2,4,1,265
0.74040,0.83634,4,4,1,266
0.58825,0.18523,4,4,1,267
0.53995,0.46010,0,4,1,268
0.75430,0.31192,4,4,1,269
0.50553,0.54982,2,4,1,270
0.54929,0.49296,4,4,1,271
0.13007,0.52418,2,0,1,272
0.69038,0.30164,6,4,1,273
0.52610,0.60241,0,4,1,274
0.89050,0.23240,4,4,1,275
0.48166,0.64388,4,4,1,276
0.58126,0.61065,1,4,1,277
0.19410,0.63407,5,5,1,278
0.28647,0.59169,4,1,1,279
0.59648,0.18334,2,4,1,280
0.13850,0.37583,2,2,1,281
0.88657,0.56255,5,4,1,282
0.74265,0.27531,4,6,1,283
0.56891,0.40903,4,2,1,284
0.44922,0.48037,0,4,1,285
0.70711,0.17133,4,4,1,286
0.93558,0.18987,4,4,1,287
0.58162,0.30112,4,4,1,288
0.41731,0.51334,3,4,1,289
0.69965,0.31825,4,2,1,290
0.72493,0.51920,4,4,1,291
0.69806,0.81570,6,4,1,292
0.77613,0.62543,4,4,1,293
0.67606,0.14770,4,4,1,294
0.84505,0.12883,4,4,1,295
0.06801,0.33544,2,2,1,296
0.69136,0.87092,6,4,1,297
0.56275,0.39340,2,4,1,298
0.81892,0.12992,4,4,1,299
0.72824,0.36295,4,4,1,300
0.48779,0.28145,4,6,1,301
0.78821,0.13592,4,4,1,302
0.41413,0.99904,4,4,1,303
0.43737,0.83217,6,2,1,304
0.49483,0.47681,4,4,1,305
0.10897,0.45655,0,2,1,306
0.45085,0.08323,2,6,1,307
0.22545,0.55976,1,1,1,308
0.63794,0.35814,4,4,1,309
0.30253,0.21134,6,2,1,310
0.63211,0.71294,4,4,1,311
0.14594,0.74179,5,6,1,312
0.76215,0.31748,4,4,1,313
0.68893,0.72963,4,4,1,314
0.54789,0.45256,3,4,1,315
0.65246,0.58780,4,2,1,316
0.81834,0.32706,4,4,1,317
0.77124,0.41139,4,4,1,318
0.45629,0.42906,4,4,1,319
0.70325,0.43556,4,4,1,320
0.21486,0.44575,0,2,1,321
0.96247,0.29380,4,4,1,322
0.78141,0.60683,4,4,1,323
0.73356,0.64364,4,4,1,324
0.51656,0.78931,4,4,1,325
0.59755,0.69385,5,4,1,326
0.26585,0.64160,1,1,1,327
0.69971,0.73443,4,4,1,328
0.36610,0.47790,0,4,1,329
0.67476,0.44510,4,4,1,330
0.36950,0.82001,1,4,1,331
0.51594,0.17177,6,4,1,332
0.77074,0.25821,4,4,1,333
0.81397,0.15947,4,4,1,334
0.49706,0.50943,4,4,1,335
0.17516,0.48214,0,2,1,336
0.74388,0.30118,4,4,1,337
0.70240,0.18109,4,4,1,338
0.61017,0.24362,4,4,1,339
0.49969,0.44990,2,4,1,340
0.47085,0.21336,2,4,1,341
0.65767,0.19821,4,4,1,342
0.41432,0.60294,4,3,1,343
0.81592,0.33292,4,4,1,344
0.20085,0.32288,6,2,1,345
0.25113,0.58440,1,1,1,346
0.58643,0.69635,5,4,1,347
0.75980,0.51485,4,4,1,348
0.62082,0.42015,0,4,1,349
0.31252,0.51555,1,4,1,350
0.53768,0.82882,6,4,1,351
0.57352,0.38924,2,4,1,352
0.40183,0.66460,2,4,1,353
0.66528,0.27931,4,4,1,354
0.67537,0.25850,4,4,1,355
0.77728,0.63217,4,4,1,356
0.86955,0.29250,4,4,1,357
0.59702,0.27479,4,4,1,358
0.44180,0.89127,6,4,1,359
0.70257,0.15506,6,4,1,360
0.63101,0.63808,1,4,1,361
0.57995,0.42350,2,4,1,362
0.70767,0.88400,4,4,1,363
0.70147,0.77442,4,4,1,364
0.70284,0.12748,4,4,1,365
0.45845,0.96196,6,4,1,366
0.58304,0.30482,4,4,1,367
0.59406,0.28211,4,4,1,368
0.68659,0.73562,4,4,1,369
0.37738,0.58799,5,5,1,370
0.51632,0.91643,4,4,1,371
0.70225,0.11947,6,4,1,372
0.15472,0.47983,2,0,1,373
0.68735,0.41915,4,4,1,374
0.40393,0.52342,3,4,1,375
0.42739,0.57468,3,4,1,376
0.61939,0.84680,6,4,1,377
0.66540,0.36968,4,2,1,378
0.73172,0.08122,6,4,1,379
0.69415,0.69407,4,4,1,380
0.24410,0.41138,0,1,1,381
0.81573,0.63028,4,4,1,382
0.28573,0.83366,4,4,1,383
0.79546,0.21063,4,4,1,384
0.55891,0.73159,5,4,1,385
0.05576,0.33793,4,2,1,386
0.70155,0.23941,4,4,1,387
0.22906,0.48278,0,1,1,388
0.63068,0.80893,4,4,1,389
0.73676,0.80540,4,4,1,390
0.48589,0.58541,1,4,1,391
0.60813,0.91442,4,6,1,392
0.62790,0.83167,2,4,1,393
0.63558,0.34857,2,4,1,394
0.45529,0.16583,6,2,1,395
0.31434,0.62186,2,4,1,396
0.83235,0.13267,2,4,1,397
0.43943,0.48800,0,4,1,398
0.58361,0.47031,0,4,1,399
0.86551,0.03995,4,5,1,400
0.56593,0.67754,5,4,1,401
0.67437,0.85198,4,4,1,402
0.56292,0.83748,0,6,1,403
0.67521,0.32260,4,4,1,404
0.61527,0.23080,2,4,1,405
0.69353,0.85358,4,4,1,406
0.14153,0.17129,2,4,1,407
0.63062,0.45720,0,4,1,408
0.49090,0.50008,0,4,1,409
0.24288,0.48454,2,1,1,410
0.43691,0.68533,6,4,1,411
0.36383,0.50591,3,4,1,412
0.41137,0.51797,3,4,1,413
0.02893,0.48588,2,6,1,414
0.77842,0.11887,4,4,1,415
0.66333,0.25186,4,4,1,416
0.24736,0.65959,1,0,1,417
0.71923,0.24716,4,4,1,418
0.35908,0.58278,0,5,1,419
0.56459,0.43609,2,4,1,420
0.19858,0.36344,0,2,1,421
0.58464,0.87980,6,4,1,422
0.80262,0.69138,4,4,1,423
0.62838,0.55356,4,4,1,424
0.48353,0.37776,2,4,1,425
0.65623,0.39360,4,4,1,426
0.21381,0.38838,2,6,1,427
0.23292,0.37883,6,0,1,428
0.69874,0.18660,6,4,1,429
0.55476,0.61239,4,4,1,430
0.82524,0.25211,4,4,1,431
0.75942,0.68281,2,4,1,432
0.64084,0.31663,4,4,1,433
0.60119,0.44764,0,4,1,434
0.40842,0.83040,6,4,1,435
0.17008,0.69261,5,4,1,436
0.52889,0.51419,0,4,1,437
0.38073,0.51351,3,2,1,438
0.71952,0.32556,4,4,1,439
0.69655,0.33659,4,4,1,440
0.64666,0.86145,4,4,1,441
0.83180,0.33071,4,4,1,442
0.23557,0.85585,6,4,1,443
0.40850,0.91569,6,4,1,444
0.67547,0.19799,4,4,1,445
0.48327,0.23778,6,2,1,446
0.65828,0.11434,6,4,1,447
0.87868,0.26386,4,2,1,448
0.70000,0.46850,6,4,1,449
0.84310,0.23604,4,4,1,450
0.70740,0.47487,4,4,1,451
0.47051,0.91721,4,2,1,452
0.23517,0.50749,0,1,1,453
0.69025,0.23264,4,4,1,454
0.35053,0.88417,6,4,1,455
0.13711,0.63281,0,1,1,456
0.79408,0.62165,4,4,1,457
0.61878,0.21675,4,4,1,458
0.19434,0.61726,1,3,1,459
0.25871,0.43803,0,0,1,460
0.07233,0.44969,2,6,1,461
0.10236,0.39062,0,2,1,462
0.64092,0.45688,4,4,1,463
0.73961,0.22213,4,4,1,464
0.80807,0.34810,4,4,1,465
0.83505,0.18232,4,4,1,466
0.73921,0.24009,4,4,1,467
0.09903,0.39678,2,2,1,468
0.48764,0.75160,6,4,1,469
0.30537,0.25933,6,2,1,470
0.77281,0.60257,4,4,1,471
0.57502,0.44256,0,4,1,472
0.64291,0.24436,4,4,1,473
0.57553,0.25248,6,4,1,474
0.58392,0.50086,2,4,1,475
0.56135,0.14128,4,2,1,476
0.42692,0.79687,6,2,1,477
0.38104,0.82285,4,4,1,478
0.78169,0.15062,4,4,1,479
0.60470,0.51298,0,4,1,480
0.37182,0.68856,2,6,1,481
0.20764,0.54999,1,1,1,482
0.70796,0.36138,4,4,1,483
0.30912,0.77528,6,4,1,484
0.41714,0.28803,2,4,1,485
0.30270,0.36225,2,4,1,486
0.38325,0.74432,6,4,1,487
0.59515,0.41664,4,4,1,488
0.53877,0.54022,0,4,1,489
0.73362,0.45017,4,4,1,490
0.61824,0.35955,4,4,1,491
0.39066,0.88574,6,4,1,492
0.31586,0.40529,6,0,1,493
0.42029,0.49175,3,4,1,494
0.29490,0.85796,1,4,1,495
0.67230,0.42079,2,4,1,496
0.73673,0.49799,4,4,1,497
0.67274,0.47742,4,4,1,498
0.32851,0.51031,3,4,1,499
0.54313,0.41014,2,4,1,500
0.16711,0.31371,2,0,1,501
0.27010,0.41337,3,1,1,502
0.31834,0.88186,1,4,1,503
0.70347,0.79206,4,4,1,504
0.32093,0.44798,0,2,1,505
0.60371,0.56637,6,4,1,506
0.43853,0.13642,2,6,1,507
0.05313,0.42909,2,6,1,508
0.00074,0.46130,2,6,1,509
0.40121,0.77909,4,6,1,510
0.34348,0.47980,4,4,1,511
0.11347,0.49360,0,1,1,512
0.34268,0.55623,4,4,1,513
0.65628,0.33147,4,4,1,514
0.52520,0.68459,5,4,1,515
0.90169,0.20105,4,4,1,516
0.75852,0.24641,4,4,1,517
0.36004,0.65109,6,4,1,518
0.64408,0.14727,6,4,1,519
0.55056,0.36357,4,4,1,520
0.22987,0.20017,0,6,1,521
0.63194,0.23397,6,4,1,522
0.83088,0.20390,2,4,1,523
0.17532,0.45306,2,0,1,524
0.19913,0.46706,1,0,1,525
0.32730,0.29150,6,2,1,526
0.91088,0.17376,4,4,1,527
0.71485,0.18019,6,4,1,528
0.55299,0.65050,6,4,1,529
0.54152,0.24076,4,4,1,530
0.68729,0.44036,4,4,1,531
0.68509,0.28097,6,4,1,532
0.51137,0.78306,6,4,1,533
0.76373,0.29653,4,4,1,534
0.69294,0.50134,4,4,1,535
0.51485,0.41898,2,4,1,536
0.02815,0.45332,6,2,1,537
0.60599,0.22136,6,4,1,538
0.48178,0.08656,2,6,1,539
0.44698,0.43020,2,4,1,540
0.80613,0.18264,4,4,1,541
0.68607,0.70302,4,4,1,542
0.50847,0.24409,4,4,1,543
0.74350,0.48279,4,4,1,544
0.65662,0.26932,4,4,1,545
0.56675,0.46940,2,4,1,546
0.62858,0.28069,6,4,1,547
0.48524,0.41393,5,4,1,548
0.28309,0.29298,2,4,1,549
0.24169,0.54463,1,1,1,550
0.48938,0.19988,4,2,1,551
0.39773,0.21946,6,2,1,552
0.34557,0.70488,6,2,1,553
0.38355,0.54610,3,4,1,554
0.63207,0.38108,6,4,1,555
0.53927,0.30242,6,4,1,556
0.73023,0.80082,5,4,1,557
0.85080,0.16974,4,4,1,558
0.88729,0.13842,4,4,1,559
0.58202,0.53982,4,4,1,560
0.51508,0.82088,6,4,1,561
0.68256,0.71453,4,4,1,562
0.45229,0.34604,6,4,1,563
0.51186,0.69553,3,4,1,564
0.79972,0.24547,4,4,1,565
0.56382,0.64743,0,4,1,566
0.18393,0.66841,5,4,1,567
0.66221,0.84453,4,4,1,568
0.76415,0.21565,4,4,1,569
0.36195,0.33872,2,4,1,570
0.53568,0.50490,0,4,1,571
0.81395,0.17964,4,4,1,572
0.66111,0.43723,4,4,1,573
0.70212,0.86535,4,4,1,574
0.68293,0.34193,4,4,1,575
0.60570,0.02406,6,4,1,576
0.58259,0.65144,4,4,1,577
0.69124,0.27257,4,4,1,578
0.51985,0.81112,4,4,1,579
0.30653,0.47112,0,4,1,580
0.34838,0.52336,3,4,1,581
0.64249,0.43028,4,4,1,582
0.44904,0.86055,4,6,1,583
0.33093,0.33617,6,2,1,584
0.41776,0.47146,3,4,1,585
0.27621,0.51119,1,1,1,586
0.38290,0.71261,6,4,1,587
0.13281,0.39711,2,2,1,588
0.64997,0.67125,6,4,1,589
0.85904,0.22892,4,4,1,590
0.50391,0.80575,4,4,1,591
0.41879,0.36405,6,4,1,592
0.53166,0.19373,6,4,1,593
0.55763,0.28377,4,4,1,594
0.67297,0.48278,4,4,1,595
0.79299,0.28834,6,4,1,596
0.55005,0.70386,5,4,1,597
0.47631,0.46906,2,4,1,598
0.42691,0.50568,3,4,1,599
0.79049,0.11309,4,4,1,600
0.81733,0.15117,2,4,1,601
0.50226,0.81855,4,4,1,602
0.70570,0.71786,4,4,1,603
0.52038,0.49572,4,4,1,604
0.36521,0.44510,0,4,1,605
0.67279,0.38638,2,4,1,606
0.70463,0.40454,4,4,1,607
0.56001,0.54843,1,4,1,608
0.60770,0.48847,4,4,1,609
0.45895,0.79077,6,4,1,610
0.48047,0.98505,6,4,1,611
0.62090,0.17655,4,4,1,612
0.67049,0.80347,4,4,1,613
0.50552,0.51586,0,4,1,614
0.54666,0.51839,0,4,1,615
0.55997,0.47320,2,4,1,616
0.40660,0.86183,4,4,1,617
0.13249,0.19951,2,4,1,618
0.76105,0.34852,4,4,1,619
0.19402,0.41418,6,2,1,620
0.82200,0.14518,2,4,1,621
0.58551,0.38093,2,4,1,622
0.80674,0.13791,4,4,1,623
0.33229,0.72873,6,2,1,624
0.67270,0.13153,4,4,1,625
0.57646,0.51359,2,4,1,626
0.87192,0.23126,4,4,1,627
0.17106,0.42239,1,2,1,628
0.83263,0.18897,4,4,1,629
0.11464,0.21060,2,6,1,630
0.52178,0.55970,0,4,1,631
0.66322,0.73092,4,4,1,632
0.59204,0.09137,2,4,1,633
0.65429,0.49508,4,4,1,634
0.71475,0.27388,4,4,1,635
0.59129,0.53842,2,4,1,636
0.07153,0.40309,2,1,1,637
0.33841,0.37488,1,0,1,638
0.68655,0.74803,4,4,1,639
0.68816,0.14241,4,4,1,640
0.67398,0.75735,6,4,1,641
0.36773,0.83970,1,4,1,642
0.69178,0.15949,6,4,1,643
0.70716,0.73051,4,4,1,644
0.73431,0.35540,4,4,1,645
0.69032,0.51335,4,4,1,646
0.76276,0.24176,4,4,1,647
0.52678,0.90859,4,4,1,648
0.43852,0.72827,6,4,1,649
0.11455,0.17044,2,4,1,650
0.19569,0.51973,3,4,1,651
0.68500,0.64235,6,4,1,652
0.46782,0.45314,4,4,1,653
0.39009,0.47153,2,4,1,654
0.51430,0.54160,2,4,1,655
0.51524,0.43608,4,4,1,656
0.72367,0.30407,4,2,1,657
0.75715,0.87480,6,4,1,658
0.71699,0.48474,6,4,1,659
0.19534,0.57931,1,4,1,660
0.09519,0.38337,0,2,1,661
0.62661,0.34849,4,4,1,662
0.83562,0.11349,4,4,1,663
0.65698,0.30924,4,4,1,664
0.37198,0.91245,2,4,1,665
0.48174,0.66732,0,4,1,666
0.47188,0.56340,4,4,1,667
0.53002,0.05580,0,4,1,668
0.72127,0.27588,4,4,1,669
0.73380,0.17284,4,4,1,670
0.53578,0.48448,6,4,1,671
0.15001,0.34943,2,4,1,672
0.63885,0.34135,4,4,1,673
0.88020,0.22204,4,4,1,674
0.54252,0.70100,5,4,1,675
0.19229,0.44347,0,1,1,676
0.40995,0.38858,2,4,1,677
0.84837,0.25183,4,4,1,678
0.62101,0.52542,2,4,1,679
0.69532,0.23707,4,4,1,680
0.67704,0.42840,4,4,1,681
0.25334,0.59691,2,4,1,682
0.82208,0.23954,4,4,1,683
0.62948,0.49999,2,4,1,684
0.38385,0.17479,6,2,1,685
0.77256,0.35495,4,4,1,686
0.70159,0.45615,4,4,1,687
0.57216,0.80206,6,4,1,688
0.41459,0.62521,6,4,1,689
0.68980,0.52814,4,4,1,690
0.65533,0.89896,6,4,1,691
0.38150,0.79150,2,4,1,692
0.62643,0.32707,6,4,1,693
0.59432,0.47689,4,4,1,694
0.52382,0.64098,5,4,1,695
0.66497,0.26045,4,4,1,696
0.86865,0.23715,4,4,1,697
0.72495,0.38315,2,4,1,698
0.47456,0.62859,4,4,1,699
